"Products list"
"ref","description","Base imp.","IVA","Total",
"FCRVITA0008","Naranja Crujiente- VitaSnack -24 g","2.60","4.00","2.70",
"FCRVITA0009","Arandanos Crujientes- VitaSnack- 24 gr","2.93","4.00","3.05",
"FIIGARB0001","Fiesta Infantil Invierno_Merienda","1.05","0.00","1.05",
"FRUAIGU0007","Naranja- bolsa 5 kg- Aiguaclara","7.61","4.00","7.91",
"FRUAIGU0009","Melon Piel de Sapo- AiguaClara-piezas 2/3 kg- Precio kg","1.88","4.00","1.95",
"FRUAIGU0010","Ciruela Roja- AiguaClara- 1 kg","2.28","4.00","2.37",
"FRUAIGU0011","Sandia Negra-AiguaClara- piezas 4/5 kg-Precio kg","1.27","4.00","1.32",
"FRUAIGU0012","Sandia Negra- AiguaClara- media pieza 2,5 kg aprox","0.96","4.00","1.00",
"FRUAIGU0013","Nectarina- Aiguaclara- 1kg","2.43","4.00","2.53",
"FRUAIGU0014","Ciruela Amarilla -AiguaClara - 1 kilo","2.28","4.00","2.37",
"FRUAIGU0015","Pera Ercolina -AiguaClara - 1 kg","2.74","4.00","2.85",
"FRUAIGU0016","Paraguayo -AiguaClara - 1 kg","2.43","4.00","2.53",
"FRUAIGU0017","Ciruela negra- Aiguaclara- 1 kg.","2.28","4.00","2.37",
"FRUAIGU0018","Ciruela Golden- AiguaClara - 1 kilo","2.43","4.00","2.53",
"FRUAIGU0019","Ciruela Fortuna - AiguaClara- 1 kilo","2.43","4.00","2.53",
"FRUAIGU0020","Manzana Royal Gala - AiguaClara- 1 kilo","2.59","4.00","2.69",
"FRUAIGU0021","Pera blanquilla - Aiguaclara - kilo","2.74","4.00","2.85",
"FRUAIGU0022","Caqui (macerado en orujo) - Aiguaclara - 1 kilo","2.43","4.00","2.53",
"FRUAIGU0023","Granada - AiguaClara- 1 kilo","2.43","4.00","2.53",
"FRUAIGU0024","Mandarina Clementina -AiguaClara- 1 kilo","1.78","4.00","1.85",
"FRUAIGU0025","Mandarina Clementina -AiguaClara- bolsa 2 kg","3.55","4.00","3.69",
"FRUAIGU0026","Naranja Navelina - AiguaClara - bolsa 5 kilos","8.11","4.00","8.44",
"FRUAIGU0027","Naranja Navelina - AiguaClara - Caja 12 kilos","18.87","4.00","19.62",
"FRUAIGU0028","Mandarina 1 Kilo - Oferta AiguaClara- bolsa","1.57","4.00","1.64",
"FRUAIGU0029","Mandarina 2 kilos - Oferta AiguaClara - bolsa","3.14","4.00","3.27",
"FRUAIGU0030","Mandarina 10 kilos- Oferta AiguaClara - caja","15.21","4.00","15.82",
"FRUAIGU0031","Ciruela Presidente - AiguaClara- 1 kilo","2.43","4.00","2.53",
"FRUAIGU0032","3 Kg NARANJA -AiguaClara","4.72","4.00","4.91",
"FRUAIGU0033","Mandarina Clementina -AiguaClara - caja 10 kilos","17.75","4.00","18.46",
"FRUAIGU0034","NARANJA 1 KILO -Navelina -AiguaClara","1.57","4.00","1.64",
"FRUAIGU0035","Regala Caja de Naranjas Ecologicas -12 kilos","18.26","4.00","18.99",
"FRUAIGU0036","Naranja Navelina -Oferta AiguaClara- caja 12 kilos","17.65","4.00","18.35",
"FRUAIGU0037","Naranja Navelina -Oferta AiguaClara- bolsa 5 kilos","7.61","4.00","7.91",
"FRUAIGU0038","Pomelo- AiguaClara- bolsa 2 kilos","3.85","4.00","4.01",
"FRUAIGU0039","Naranja Salustiana -AiguaClara - bolsa 5 kilos","7.86","4.00","8.18",
"FRUAIGU0040","Naranja Salustiana -AiguaClara - caja 12 kilos","18.26","4.00","18.99",
"FRUAIGU0041","Mandarina Ortanique -AiguaClara - bolsa 1 kg","1.78","4.00","1.85",
"FRUAIGU0042","Mandarina Ortanique -AiguaClara - bolsa 2 kilos","3.50","4.00","3.64",
"FRUAIGU0043","Naranja Lane-Late - Aiguaclara - bolsa 5 Kg","7.86","4.00","8.18",
"FRUAIGU0044","Naranja Lane-Late - Aiguaclara - caja 12 Kg","18.26","4.00","18.99",
"FRUAIGU0045","Mandarina Ortanique -AiguaClara- Caja 10 kilos","17.24","4.00","17.93",
"FRUAIGU0046","Naranja Navel Powell -AiguaClara - bolsa 5 kilos","7.86","4.00","8.18",
"FRUAIGU0047","Naranja Navel Powell -AiguaClara - caja 12 kilos","18.26","4.00","18.99",
"FRUAIGU0048","Naranja Valencia -AiguaClara - caja 12 kilos","19.32","4.00","20.10",
"FRUAIGU0049","Naranja Valencia -AiguaClara - bolsa 5 kilos","8.37","4.00","8.70",
"FRUAIGU0050","Nispero -AiguaClara - 1 kilo","3.45","4.00","3.59",
"FRUAIGU0051","Naranja Valencia -1 KILO -AiguaClara","1.67","4.00","1.74",
"FRUAIGU0052","Pera de San Juan -AiguaClara- 1 kilo","2.94","4.00","3.06",
"FRUAIGU0053","Melon Blanco - Aiguaclara - Pieza, precio Kg.","1.88","4.00","1.95",
"FRUAIGU0054","Mandarina Okitsu - Aiguaclara - 1Kg","2.69","4.00","2.80",
"FRUAIGUA0008","Naranja- caja 12 kg- Aiguaclara","17.65","4.00","18.35",
"FRUBESA001","Sandia-Besana- kg","1.15","4.00","1.20",
"FRUBESA002","Melon Mochuelo-  Besana- kg.","1.30","4.00","1.35",
"FRUBIER0001","Cereza en conversion a ecologica- BierzoEco- 1 kilo","4.76","4.00","4.95",
"FRUBIOM0001","Aguacate Hass -Biomilanes- 1 Kg","6.11","4.00","6.35",
"FRUBIOM0002","Aguacate Hass-Biomilanes precio 500  Kg","4.62","4.00","4.80",
"FRUBIOM0003","Kiwi-Biomilanes- 1 Kg","3.74","4.00","3.89",
"FRUBIOM0004","Limon - Biomilanes - Kg","4.13","4.00","4.30",
"FRUBIOM0005","Mandarina-Biomilanes- 2 Kg","3.94","4.00","4.10",
"FRUBIOM0006","Naranja calibre grande-Biomilanes-1 kilo","1.63","4.00","1.70",
"FRUBIOM0007","Naranja calibre grande-Biomilanes-bolsa 5 kilos","8.17","4.00","8.50",
"FRUBIOM0008","Naranja calibre grande-Biomilanes-caja 10 kilos","15.87","4.00","16.50",
"FRUBIOM0009","Pomelo-Biomilanes- kilo","2.07","4.00","2.15",
"FRUBIOM0010","Pomelo-Biomilanes- 2 kilos","4.71","4.00","4.90",
"FRUBIOM0011","Naranja calibre pequeno-Biomilanes-1 kilo","1.54","4.00","1.60",
"FRUBIOM0012","Naranja calibre pequeno-Biomilanes-bolsa 5 kg","7.69","4.00","8.00",
"FRUBIOM0013","Naranja-Biomilanes calibre pequeno-caja 10 kg","14.90","4.00","15.50",
"FRUBIOM0014","Freson Huelva -Biomilanes -precio kilo","5.58","4.00","5.80",
"FRUBIOM0015","Fresas -Biomilanes - 1 kg","4.81","4.00","5.00",
"FRUBIOM0016","Fresas -Biomilanes - caja 2 kg","11.15","4.00","11.60",
"FRUBIOM0017","Nectarina-Biomilanes-1 kilo","3.22","4.00","3.35",
"FRUBIOM0018","Melon Galia-Biomilanes-precio kg","2.40","4.00","2.50",
"FRUBIOM0019","Sandia -Biomilanes - precio kilo","1.30","4.00","1.35",
"FRUBIOM0020","Cereza-Biomilanes- 1 kg","5.72","4.00","5.95",
"FRUBIOM0021","Paraguayo- Biomilanes-1 kilo","3.99","4.00","4.15",
"FRUBIOM0022","Ciruela -Biomilanes-1kilo","2.98","4.00","3.10",
"FRUBIOM0023","Melon piel de sapo-Biomilanes- precio kilo","1.59","4.00","1.65",
"FRUBIOM0024","Uva blanca-Biomilanes- 1 kilo","4.42","4.00","4.60",
"FRUBIOM0025","Pera ercolina- Biomilanes- kilo","3.17","4.00","3.30",
"FRUBIOM0026","Mango -Biomilanes- 1 kilo","3.85","4.00","4.00",
"FRUBIOM0027","Granada- Biomilanes. kilo","2.45","4.00","2.55",
"FRUBIOM0028","Albaricoque - Biomilanes - Kilo","3.85","4.00","4.00",
"FRUBIOM0029","Brevas-Biomilanes- 1 kilo","6.20","4.00","6.45",
"FRUBIOM0030","Melocoton-Biomilanes-1 kilo","5.14","4.00","5.35",
"FRUBIOM0031","Melon Amarillo - Biomilanes - pieza precio Kg.","2.55","4.00","2.65",
"FRUBIOM0032","Ciruela RED Beauty-Biomilanes-kilo","2.88","4.00","3.00",
"FRUBIOM0033","Ciruela amarilla - Biomilanes - Kilo","3.70","4.00","3.85",
"FRUBIOM0034","Uva Moscatel - Biomilanes - Kilo","2.88","4.00","3.00",
"FRUBIOM0035","Uva Roja - Biomilanes - Kilo","3.17","4.00","3.30",
"FRUBIOM0036","Caqui - Biomilanes-kg","3.41","4.00","3.55",
"FRUBIOM0037","Nispero-Biomilanes-1kg","3.41","4.00","3.55",
"FRUBIOM0038","Manzana Golden - Biomilanes-kg","4.47","4.00","4.65",
"FRUBIOM0039","Melocoton - Biomilanes - Kg","2.88","4.00","3.00",
"FRUBIOM0040","Aguacate-Biomilanes-kilo","5.29","4.00","5.50",
"FRUBIOM0041","Chirimoya-Biomilanes-kilo","4.18","4.00","4.35",
"FRUBIOM0042","Membrillo - Biomilanes-kg","2.16","4.00","2.25",
"FRUBIOM0043","Papaya - Biomilanes- precio kg","3.99","4.00","4.15",
"FRUBIOM0044","Naranja Valencia Late- Biomilanes- kilo","1.68","4.00","1.75",
"FRUBIOM0045","Naranja Valencia Late- Biomilanes- 5 kilos","8.27","4.00","8.60",
"FRUBIOM0046","Naranja Valencia Late- Biomilanes- caja 10 kilos","16.35","4.00","17.00",
"FRUBIOM0047","Mandarina-Biomilanes-kg","2.26","4.00","2.35",
"FRUBIOM0048","Higos - Biomilanes - Kilo","4.57","4.00","4.75",
"FRUBIOM0049","Platano - Biomilanes - Precio kilo","2.84","4.00","2.95",
"FRUBIOM0050","Mandarina de campo-Biomilanes- 1 kilo","1.54","4.00","1.60",
"FRUBIOM0051","Manzana Gala- Biomilanes- kilo","3.70","4.00","3.85",
"FRUBIOM0052","Manzana fuji - Biomilanes - Kilo","2.88","4.00","3.00",
"FRUBIOM0053","Pera Conferencia - Biomilanes - kilo","3.99","4.00","4.15",
"FRUBIOM0054","Mandarina Clemenvilla - Biomilanes - Kilo","2.16","4.00","2.25",
"FRUBIOM0055","Platano en conversion - Biomilanes - kilo","2.55","4.00","2.65",
"FRUBIOM0056","Mandarina Clementina - Biomilanes - Kilo","2.02","4.00","2.10",
"FRUBIOM0058","Uva Dona Maria- Biomilanes- kg","3.17","4.00","3.30",
"FRUBIOM0061","Castana- Biomilanes- kg","6.59","4.00","6.85",
"FRUBIOMESC1","Ciruela - Biomilanes- Escuela","2.34","4.00","2.43",
"FRUCARESCM0005","Limon Citricaren escuela-Kilo","1.98","21.00","2.40",
"FRUCARM0001","Limones Verna- Carmen de Murcia - 1 kilo","2.21","4.00","2.30",
"FRUCARM0002","Limon Fino -Carmen de Murcia - 1 kilo","2.40","4.00","2.50",
"FRUCARM0003","Pomelo - Carmen (Citricaren) - kg","2.12","4.00","2.20",
"FRUCOAT001","Granillo de almendra repelada- Coato- 200g","2.07","4.00","2.15",
"FRUCOAT0010","Almendra largueta con piel frita con miel y canela- Coato- 125 g","2.65","10.00","2.92",
"FRUCOAT0011","Almendra frita DULCE con miel - Coato- 125 g","2.27","10.00","2.50",
"FRUCOAT0012","Almendra largueta con piel tostada artesanal - Coato- 125 g","3.05","10.00","3.35",
"FRUCOAT0013","Mix frutos secos - Coato- 125 gr","2.95","10.00","3.25",
"FRUCOAT0014","Granillo de almendra repelado- Coato- 100 gr","2.07","4.00","2.15",
"FRUCOAT0015","Bastones de almendra repelada- Coato- 100 gr","2.07","4.00","2.15",
"FRUCOAT0016","laminas de almendra repelada- Coato- 100 gr","1.86","10.00","2.05",
"FRUCOAT0017","Mix frutos secos- Coato- 125 gr","2.41","10.00","2.65",
"FRUCOAT0018","Carne de membrillo - Coato- Tarro vidrio 220  gr","3.18","10.00","3.50",
"FRUCOAT002","Laminas de almendra repelada- Coato- 200g","2.50","4.00","2.60",
"FRUCOAT003","Bastones de almendra repelada- Coato- 200g","2.50","4.00","2.60",
"FRUCOAT004","Almendra piel frita en aceite de oliva con sal- Coato- 125g","3.00","10.00","3.30",
"FRUCOAT005","Almendra repelada frita en aceite de oliva con sal- Coato- 125 g","3.45","10.00","3.80",
"FRUCOAT006","Almendra repelada BAJA EN SAL con oregano frita  en aceite de oliva - Coato- 125 g","3.45","10.00","3.80",
"FRUCOAT007","Almendra repelada  BAJA EN SAL con romero frita en aceite de oliva - Coato- 125 g","3.45","10.00","3.80",
"FRUCOAT008","Almendra repelada BAJA EN SAL con tomillo frita en aceite de oliva - Coato- 125 g","3.45","10.00","3.80",
"FRUCOAT009","Almendra  repelada BAJA EN SAL con pimenton dulce frita en aceite de oliva- Coato- 125 g","2.68","10.00","2.95",
"FRUECOE0001","Melon Piel de Sapo - Ecoeduco - Pieza, precio Kg.","1.44","4.00","1.50",
"FRUECOE0002","Sandia negra mini Ecoeduco-pieza, precio kilo","1.39","4.00","1.45",
"FRUECOM0004","Naranja- bolsa 5 kg- Ecomediterraneaa","7.35","4.00","7.65",
"FRUECOM0005","Naranja- caja 10 kg- Ecomediterraneaa","14.20","4.00","14.77",
"FRUEDEM0001","Melocoton rojo- Edemur- 1kg","4.28","4.00","4.45",
"FRUEDEM0002","Granada Valenciana- Edemur- Precio kg","3.85","4.00","4.00",
"FRUEDEM0003","Datil - EDEMUR - 250 gr.","2.50","4.00","2.60",
"FRUEDEM0009","Melon Piel de Sapo-EDEMUR- Pieza, precio kilo","1.63","4.00","1.70",
"FRUEDEM0010","Naranja-EDEMUR-Bolsa 5Kg","8.37","4.00","8.70",
"FRUEDEM0011","Naranja-EDEMUR-Caja 11Kg","17.85","4.00","18.57",
"FRUEDEM0012","Ciruela Red Beauty- EDEMUR- 1 kg","2.84","4.00","2.95",
"FRUEDEM0013","Nispero - Edemur - 1 Kg","2.64","4.00","2.75",
"FRUEDEM0014","Melocoton amarillo- Edemur- 1kg","3.51","4.00","3.65",
"FRUEDEM0015","Melon Galia - Edemur - Pieza, precio kg","1.68","4.00","1.75",
"FRUEDEM0017","Limon Edemur-precio kilo","1.88","4.00","1.95",
"FRUEDEM0018","libre","1.54","4.00","1.60",
"FRUEDEM0019","Caqui Saroni- Edemur-precio kilo","5.19","4.00","5.40",
"FRUEDEM0020","Caqui tradicional- Edemur-precio kilo","3.27","4.00","3.40",
"FRUEDEM0021","Granada de pinon tierno- Edemur-precio kilo","3.51","4.00","3.65",
"FRUEDEM0022","libre","3.56","4.00","3.70",
"FRUEDEM0023","Paraguayo o chato- Edemur-1 kilo","3.56","4.00","3.70",
"FRUEDEM0024","Pomelo Star Rubi-Edemur-1 kilo","2.60","4.00","2.70",
"FRUEDEM0025","Melon anana verde-Edemur- precio kilo","2.16","4.00","2.25",
"FRUEDEM0026","Manzanas (manzanicas)-Edemur- 1 kilo","4.13","4.00","4.30",
"FRUEDEM0027","Paraguayo o chato de segunda- Edemur-1 kilo","2.07","4.00","2.15",
"FRUEDEM0028","Manzana Golden - Edemur - Kg","1.44","4.00","1.50",
"FRUEURO0009","Platano- Eurobanan- 1 Kilo","2.69","4.00","2.80",
"FRUEURO0010","Platano SALDO -1 kilo","1.23","4.00","1.28",
"FRUFRUI0001","Melocoton Amarillo - Fruitalpuntbio- 1 kg","3.13","4.00","3.25",
"FRUFRUI0002","Sandia rayada- Fruitalpuntbio- piezas 2 kg aprox, precio kg","2.03","4.00","2.11",
"FRUFRUI0003","Ciruela claudia- FruitalpuntBio- 1kg","3.35","4.00","3.48",
"FRUFRUI0004","Nectarina - Fruitalpuntbio- 1 kilo","3.13","4.00","3.25",
"FRUFRUI0005","Pera blanquilla-FruitalpuntBio-1kg.","2.84","4.00","2.95",
"FRUFRUI0006","Uva negra - FruitalpunBio - 1kilo","2.74","4.00","2.85",
"FRUFRUI0007","Melocoton rojo- FruitalpuntBio- 1kilo","2.84","4.00","2.95",
"FRUFRUI0008","Ciruela fortuna- FruitAlpuntBio-1 kg","2.99","4.00","3.11",
"FRUFRUI0009","Albaricoque - FrutialpuntBio - kg","3.08","4.00","3.20",
"FRUFRUI0010","Pera conferencia - Fruitalpuntbio - kilo","2.55","4.00","2.65",
"FRUFRUI0011","Manzana Royal tocadas - Fruitalpuntbio- 1 kilo","2.03","4.00","2.11",
"FRUFRUI0012","Higos frescos Coll de Dama - Fruitalpuntbio-KILO","5.63","4.00","5.85",
"FRUFRUI0013","Cereza Picota - Fruitalpuntbio - Kilo","4.13","4.00","4.30",
"FRUFRUI0014","Kiwi - FruitalpuntBio - kilo","3.75","4.00","3.90",
"FRUFRUI0015","Manzana Fuji tocada- FruitalpuntBio- 1 kilo","2.03","4.00","2.11",
"FRUFRUI0016","Nectarina  en conversion - Fruitalpuntbio- 1 kilo","2.03","4.00","2.11",
"FRUFRUI0017","Ciruela Gaia - Carles Vilarnau - Fruitalpuntbio - 1 kilo","2.74","4.00","2.85",
"FRUFRUI0018","Ciruela Anna Golden - Carles Vilarnau - Fruitalpuntbio - 1 kilo","2.64","4.00","2.74",
"FRUFRUI0019","Pera Ercolina - Fruitalpuntbio- 1 kg","2.84","4.00","2.95",
"FRUFRUI0020","Manzana Golden Supreme - FruitalpuntBio- 1 kilo","2.50","4.00","2.60",
"FRUFRUI0021","Ciruela Reina Claudia - Carles Vilarnau - Fruitalpuntbio - 1 kilo","3.03","4.00","3.15",
"FRUFRUI0022","Ciruela Fortuna - Carles Vilarnau - Fruitalpuntbio - 1 kilo","2.60","4.00","2.70",
"FRUFRUI0023","Manzana Gala - FruitalpuntBio- 1 kilo","2.69","4.00","2.80",
"FRUFRUI0024","Ciruela Amarilla Grande - FruitalpuntBio- 1 kilo","2.55","4.00","2.65",
"FRUFRUI0025","Higos Frescos -FruitalpuntBio - 1 kilo","5.63","4.00","5.85",
"FRUFRUI0026","Manzana Golden Delicius - FruitalpuntBio- 1 kilo","2.12","4.00","2.20",
"FRUFRUI0027","Membrillo- FruitalpuntBio-1 kilo","1.68","4.00","1.75",
"FRUFRUI0028","Manzana Fuji - FruitalpuntBio - 1 kilo","2.69","4.00","2.80",
"FRUFRUI0029","Manzana Fuji  - FruitalpuntBio - 1 kilo","2.55","4.00","2.65",
"FRUFRUI0030","Manzana Fuji pequena - FruitalpuntBio - 1 kilo","1.98","4.00","2.06",
"FRUFRUI0031","Tomate Ensalada Tres Cantos-Fruitalpuntbio- precio kilo","1.68","4.00","1.75",
"FRUFRUI0032","Brevas - Fruitalpuntbio - kilo","7.40","4.00","7.70",
"FRUFRUI0033","Ciruela negra Fruitalpuntbio-precio kilo","2.31","4.00","2.40",
"FRUFRUI0034","Melocoton pedrisco-Fruitalpuntbio-precio kilo","1.35","4.00","1.40",
"FRUFRUI0035","Manzana Gala calibre pequeno-Fruitalpuntbio-precio kilo","1.78","4.00","1.85",
"FRUFRUI0036","Pera Flor de invierno- FruitalpuntBio-precio kilo","2.40","4.00","2.50",
"FRUFRUI0037","Pera Conferencia ANTIGUA- FruitalpuntBio-precio kilo","2.16","4.00","2.25",
"FRUFRUI0038","Manzana Granny -FruitalpuntBio- 1 kilo","2.69","4.00","2.80",
"FRUFRUI0039","Pera OFERTA-Nadal-1kilo","1.09","4.00","1.13",
"FRUFRUI0040","Pera OFERTA 2x1-Nadal-bolsa 2 kilos","2.16","4.00","2.25",
"FRUFRUI0041","Paraguayo - Fruitalpuntbio-kilo","3.37","4.00","3.50",
"FRUFRUI0042","Ciruela Roja- Fruitalpuntbio-precio kilo","2.74","4.00","2.85",
"FRUFRUI0043","Manzana Golden PEQUEÑA - Fruitalpuntbio - kg","1.63","4.00","1.70",
"FRUFRUI0044","Manzana- FruitalpuntBio- kilo","1.92","4.00","2.00",
"FRUFRUI0045","Melon Futuro -Fruitalpuntbio- precio kg","1.92","4.00","2.00",
"FRUFRUI0046","Pera Limonera- Fruitalpuntbio- kg","2.00","4.00","2.08",
"FRUFRUI0047","Pera Limonera- Fruitalpuntbio- kg","2.65","4.00","2.76",
"FRUFRUI0050","Caqui- Fruitalpuntbio- kg","3.13","4.00","3.25",
"FRUFRUI0051","Remolacha- FruitalpuntBio- manojo","2.40","4.00","2.50",
"FRUFRUIES0006","Pera- Fruitalpuntbio Escuela-Kilo","1.56","21.00","1.89",
"FRUFRUITREGALO","Fruta desayuno Proletario","0.00","4.00","0.00",
"FRUGUAD0002","Chirimoya -calibre mediano -Guadalhorce Ecologico - 1 kilo","3.03","4.00","3.15",
"FRUGUAD0003","Chirimoya -calibre pequeno -Guadalhorce Ecologico- 1 kilo","2.13","4.00","2.22",
"FRUGUAD0004","Aguacate Hass -Guadalhorce Ecologico - 500 gr","2.31","4.00","2.40",
"FRUGUAD0005","Pomelo Star Ruby -El Guadalhorce Ecologico - Bolsa 2 kilos","4.16","4.00","4.32",
"FRUGUAD0006","Albaricoque - El Guadalhorce Ecologico - 1 kilo","3.41","4.00","3.55",
"FRUGUAD0007","Nispero -El Guadalhorce Ecologico - 1 kilo","2.98","4.00","3.10",
"FRUGUAD0008","Sandia Negra Mini -El Guadalhorce Ecologico - pieza 2 kg aprox, precio kilo","1.44","4.00","1.50",
"FRUGUAD0009","Melocoton -El Guadalhorce Ecologico - 1 kilo","2.60","4.00","2.70",
"FRUGUAD0010","Ciruela Beauty -El Guadalhorce Ecologico - 1 kilo","2.43","4.00","2.53",
"FRUGUAD0011","Naranja Valencia Late- El Guadalhorce Ecologico - 5 kilos","8.12","4.00","8.44",
"FRUGUAD0012","Naranja Valencia Late- El Guadalhorce Ecologico - caja 10 kilos","15.72","4.00","16.35",
"FRUGUAD0013","Naranja Valencia- KILO -El Guadalhorce Ecologico","1.63","4.00","1.69",
"FRUGUAD0014","Brevas - El Guadalhorce Ecologico - bandeja 500 gr","2.74","4.00","2.85",
"FRUGUAD0015","Melon Galia - El Guadalhorce Ecologico - Pieza, precio kg","1.44","4.00","1.50",
"FRUGUAD0016","Melocoton Ruby - El Guadalhorce Ecologico -  precio kg","3.04","4.00","3.16",
"FRUGUAD0017","Ciruela Amarilla - El Guadalhorce Ecologico - precio kg","2.54","4.00","2.64",
"FRUGUAD0018","Pera Ercolina - El Guadalhorce Ecologico -1 kilo","2.43","4.00","2.53",
"FRUGUAD0019","Ciruela Roja  -El Guadalhorce Ecologico- 1 kilo","3.03","4.00","3.15",
"FRUGUAD0020","Sandia negra - El Guadalhorce Ecologico - pieza 3 kg aprox, precio kilo.","1.59","4.00","1.65",
"FRUGUAD0021","Uva Blanca -El Guadalhorce Ecologico- 500 gr","1.78","4.00","1.85",
"FRUGUAD0022","Melon Piel de Sapo - El Guadalhorce Ecologico - Pieza, precio kg","1.59","4.00","1.65",
"FRUGUAD0023","Uva Blanca -El Guadalhorce Ecologico- 1 Kg","3.55","4.00","3.69",
"FRUGUAD0024","Mango - El Guadalhorce Ecologico - 1 Kg","4.06","4.00","4.22",
"FRUGUAD0025","Uva Negra -GUADALHORCE","3.55","4.00","3.69",
"FRUGUAD0026","Melon Amarillo - El Guadalhorce Ecologico - Pieza, precio Kg.","1.62","4.00","1.69",
"FRUGUAD0027","Granada - El Guadalhorce Ecologico - Kg","2.31","4.00","2.40",
"FRUGUAD0028","Caqui - El Guadalhorce Ecologico - Kg","2.54","4.00","2.64",
"FRUGUAD0029","Naranja Navel- El Guadalhorce Ecologico - bolsa 5 kilos","8.11","4.00","8.44",
"FRUGUAD0030","Naranja Navel- El Guadalhorce Ecologico - caja 10 kilos","15.72","4.00","16.35",
"FRUGUAD0031","Naranja Navel- El Guadalhorce Ecologico - 1 kilo","1.62","4.00","1.69",
"FRUGUAD0032","Aguacate Bacon-El Guadalhorce Ecologico-Bolsa 500gr","1.49","4.00","1.55",
"FRUGUAD0033","Pomelo -El Guadalhorce Ecologico-Bolsa 2 Kg","5.34","4.00","5.55",
"FRUGUAD0034","Mandarina Clementina - El Guadalhorce Ecologico - 1kg","1.92","4.00","2.00",
"FRUGUAD0035","Mandarina Clementina - El Guadalhorce Ecologico - 2 kg","3.85","4.00","4.00",
"FRUGUAD0036","Aguacate Hass (tamano peq.) - Guadalhorce Ecologico - 500 gr","1.12","4.00","1.16",
"FRUGUAD0037","Naranja Navelina - El Guadalhorce Ecologico - bolsa 5 kilos","8.11","4.00","8.44",
"FRUGUAD0038","Naranja Navelina- El Guadalhorce Ecologico - caja 10 kilos","15.72","4.00","16.35",
"FRUGUAD0039","Naranja Navelina - El Guadalhorce Ecologico - 1 kilo","1.62","4.00","1.69",
"FRUGUAD0040","Naranja Zumo - El Guadalhorce Ecologico - 1 kilo","1.25","4.00","1.30",
"FRUGUAD0041","Naranja Oro Dulce - El Guadalhorce Ecologico - 1 kilo","1.44","4.00","1.50",
"FRUGUAD0042","Naranja Oro Dulce  - El Guadalhorce Ecologico - 10 kilos","13.94","4.00","14.50",
"FRUGUAD0043","Naranja Oro Dulce - El Guadalhorce Ecologico - 5 kilos","7.21","4.00","7.50",
"FRUGUAD0044","Mandarina Castellana - El Guadalhorce Ecologico - 1kilo","1.54","4.00","1.60",
"FRUGUAD0045","Mandarina Castellana - El Guadalhorce Ecologico - 2 kilos","3.08","4.00","3.20",
"FRUGUAD0046","Naranja Navelate - El Guadalhorce Ecologico - bolsa 5 kilos","9.71","4.00","10.10",
